ts	http_loading_time
2021-06-01 00:00:16	253.0
2021-06-01 00:01:16	266.0
2021-06-01 00:02:16	259.0
2021-06-01 00:03:16	267.0
2021-06-01 00:04:16	246.0
2021-06-01 00:05:16	246.0
2021-06-01 00:06:16	263.0
2021-06-01 00:07:16	248.0
2021-06-01 00:08:16	254.0
2021-06-01 00:09:16	273.0
2021-06-01 00:10:16	249.0
2021-06-01 00:11:16	242.0
2021-06-01 00:12:16	253.0
2021-06-01 00:13:16	244.0
2021-06-01 00:14:16	241.0
2021-06-01 00:15:16	260.0
2021-06-01 00:16:16	260.0
2021-06-01 00:17:16	268.0
2021-06-01 00:18:16	258.0
2021-06-01 00:19:16	252.0
2021-06-01 00:20:16	263.0
2021-06-01 00:21:16	254.0
2021-06-01 00:22:16	254.0
2021-06-01 00:23:16	255.0
2021-06-01 00:24:16	252.0
2021-06-01 00:25:16	261.0
2021-06-01 00:26:16	256.0
2021-06-01 00:27:16	249.0
2021-06-01 00:28:16	250.0
2021-06-01 00:29:16	250.0
2021-06-01 00:30:16	256.0
2021-06-01 00:31:16	250.0
2021-06-01 00:32:16	260.0
2021-06-01 00:33:16	265.0
2021-06-01 00:34:16	242.0
2021-06-01 00:35:16	260.0
2021-06-01 00:36:16	257.0
2021-06-01 00:37:22	6979.0
2021-06-01 00:38:16	255.0
2021-06-01 00:39:16	269.0
2021-06-01 00:40:16	253.0
2021-06-01 00:41:16	262.0
2021-06-01 00:42:16	278.0
2021-06-01 00:43:16	258.0
2021-06-01 00:44:16	299.0
2021-06-01 00:45:16	256.0
2021-06-01 00:46:16	252.0
2021-06-01 00:47:16	263.0
2021-06-01 00:48:16	254.0
2021-06-01 00:49:16	246.0
2021-06-01 00:50:16	255.0
2021-06-01 00:51:16	271.0
2021-06-01 00:52:16	260.0
2021-06-01 00:53:16	255.0
2021-06-01 00:54:16	238.0
2021-06-01 00:55:16	251.0
2021-06-01 00:56:16	249.0
2021-06-01 00:57:16	240.0
2021-06-01 00:58:16	256.0
2021-06-01 00:59:16	252.0
2021-06-01 01:00:16	262.0
2021-06-01 01:01:16	246.0
2021-06-01 01:02:16	246.0
2021-06-01 01:03:16	254.0
2021-06-01 01:04:16	254.0
2021-06-01 01:05:16	252.0
2021-06-01 01:06:16	262.0
2021-06-01 01:07:16	248.0
2021-06-01 01:08:16	263.0
2021-06-01 01:09:16	266.0
2021-06-01 01:10:16	249.0
2021-06-01 01:11:16	248.0
2021-06-01 01:12:16	250.0
2021-06-01 01:13:16	264.0
2021-06-01 01:14:16	250.0
2021-06-01 01:15:16	248.0
2021-06-01 01:16:16	253.0
2021-06-01 01:17:16	241.0
2021-06-01 01:18:16	251.0
2021-06-01 01:19:16	255.0
2021-06-01 01:20:16	254.0
2021-06-01 01:21:16	249.0
2021-06-01 01:22:16	247.0
2021-06-01 01:23:16	251.0
2021-06-01 01:24:16	250.0
2021-06-01 01:25:16	249.0
2021-06-01 01:26:16	257.0
2021-06-01 01:27:16	266.0
2021-06-01 01:28:16	253.0
2021-06-01 01:29:16	250.0
