ts	http_loading_time
2021-06-01 00:00:05	1055.0
2021-06-01 00:01:05	1189.0
2021-06-01 00:02:06	1647.0
2021-06-01 00:03:05	1001.0
2021-06-01 00:04:05	823.0
2021-06-01 00:05:06	1643.0
2021-06-01 00:06:05	1069.0
2021-06-01 00:07:06	1592.0
2021-06-01 00:08:05	1419.0
2021-06-01 00:09:05	790.0
2021-06-01 00:10:07	2961.0
2021-06-01 00:11:06	1650.0
2021-06-01 00:12:05	1415.0
2021-06-01 00:13:05	1420.0
2021-06-01 00:14:05	798.0
2021-06-01 00:15:05	1433.0
2021-06-01 00:16:05	975.0
2021-06-01 00:17:06	1971.0
2021-06-01 00:18:06	1691.0
2021-06-01 00:19:05	828.0
2021-06-01 00:20:06	1587.0
2021-06-01 00:21:06	1534.0
2021-06-01 00:22:06	1784.0
2021-06-01 00:23:06	1586.0
2021-06-01 00:24:05	776.0
2021-06-01 00:25:06	1623.0
2021-06-01 00:26:05	1430.0
2021-06-01 00:27:06	1512.0
2021-06-01 00:28:05	1458.0
2021-06-01 00:29:05	760.0
2021-06-01 00:30:06	1533.0
2021-06-01 00:31:05	1463.0
2021-06-01 00:32:06	1510.0
2021-06-01 00:33:06	1661.0
2021-06-01 00:34:05	957.0
2021-06-01 00:35:06	1580.0
2021-06-01 00:36:06	1526.0
2021-06-01 00:37:05	1193.0
2021-06-01 00:38:06	1600.0
2021-06-01 00:39:05	929.0
2021-06-01 00:40:06	1664.0
2021-06-01 00:41:05	1446.0
2021-06-01 00:42:06	1632.0
2021-06-01 00:43:06	1542.0
2021-06-01 00:44:05	788.0
2021-06-01 00:45:05	1434.0
2021-06-01 00:46:05	1458.0
2021-06-01 00:47:05	776.0
2021-06-01 00:48:05	1497.0
2021-06-01 00:49:05	972.0
2021-06-01 00:50:05	790.0
2021-06-01 00:51:06	1687.0
2021-06-01 00:52:06	1629.0
2021-06-01 00:53:06	1585.0
2021-06-01 00:54:05	798.0
2021-06-01 00:55:05	1442.0
2021-06-01 00:56:06	1783.0
2021-06-01 00:57:06	1643.0
2021-06-01 00:58:06	1640.0
2021-06-01 00:59:05	777.0
2021-06-01 01:00:06	1533.0
2021-06-01 01:01:05	817.0
2021-06-01 01:02:06	1574.0
2021-06-01 01:03:05	1505.0
2021-06-01 01:04:05	825.0
2021-06-01 01:05:05	1458.0
2021-06-01 01:06:06	1634.0
2021-06-01 01:07:05	1525.0
2021-06-01 01:08:06	1781.0
2021-06-01 01:09:05	847.0
2021-06-01 01:10:06	1579.0
2021-06-01 01:11:06	1898.0
2021-06-01 01:12:06	1713.0
2021-06-01 01:13:06	1690.0
2021-06-01 01:14:05	825.0
2021-06-01 01:15:06	1630.0
2021-06-01 01:16:05	1460.0
2021-06-01 01:17:05	1518.0
2021-06-01 01:18:05	1454.0
2021-06-01 01:19:05	780.0
2021-06-01 01:20:06	1607.0
2021-06-01 01:21:06	1626.0
2021-06-01 01:22:06	1670.0
2021-06-01 01:23:05	1459.0
2021-06-01 01:24:05	951.0
2021-06-01 01:25:06	1648.0
2021-06-01 01:26:06	1560.0
2021-06-01 01:27:06	1640.0
2021-06-01 01:28:06	1663.0
2021-06-01 01:29:05	785.0
2021-06-01 01:30:06	1635.0
2021-06-01 01:31:05	1453.0
2021-06-01 01:32:06	1644.0
2021-06-01 01:33:05	1496.0
2021-06-01 01:34:05	825.0
2021-06-01 01:35:05	1449.0
2021-06-01 01:36:05	889.0
2021-06-01 01:37:05	1558.0
2021-06-01 01:38:05	1496.0
2021-06-01 01:39:06	1651.0
2021-06-01 01:40:05	1531.0
2021-06-01 01:41:06	1575.0
2021-06-01 01:42:06	1625.0
2021-06-01 01:43:05	1544.0
2021-06-01 01:44:05	795.0
2021-06-01 01:45:06	1929.0
2021-06-01 01:46:06	2424.0
2021-06-01 01:47:05	1539.0
2021-06-01 01:48:06	1810.0
2021-06-01 01:49:05	794.0
2021-06-01 01:50:06	1925.0
2021-06-01 01:51:06	1853.0
2021-06-01 01:52:05	1518.0
2021-06-01 01:53:05	1465.0
2021-06-01 01:54:05	771.0
2021-06-01 01:55:05	1464.0
2021-06-01 01:56:06	1650.0
2021-06-01 01:57:05	1522.0
2021-06-01 01:58:07	2646.0
2021-06-01 01:59:05	918.0
2021-06-01 02:00:06	1690.0
2021-06-01 02:01:06	1657.0
2021-06-01 02:02:06	1754.0
2021-06-01 02:03:05	878.0
2021-06-01 02:04:05	780.0
2021-06-01 02:05:05	860.0
2021-06-01 02:06:05	832.0
2021-06-01 02:07:06	1634.0
2021-06-01 02:08:05	850.0
2021-06-01 02:09:05	798.0
2021-06-01 02:10:05	813.0
2021-06-01 02:11:05	818.0
2021-06-01 02:12:05	963.0
2021-06-01 02:13:05	801.0
2021-06-01 02:14:05	1596.0
2021-06-01 02:15:05	840.0
2021-06-01 02:16:06	1647.0
2021-06-01 02:17:05	778.0
2021-06-01 02:18:05	825.0
2021-06-01 02:19:05	831.0
2021-06-01 02:20:05	866.0
2021-06-01 02:21:05	844.0
2021-06-01 02:22:05	814.0
2021-06-01 02:23:05	837.0
2021-06-01 02:24:05	855.0
2021-06-01 02:25:05	1538.0
2021-06-01 02:26:05	964.0
2021-06-01 02:27:05	832.0
2021-06-01 02:28:05	930.0
2021-06-01 02:29:05	1430.0
2021-06-01 02:30:05	921.0
2021-06-01 02:31:06	1738.0
2021-06-01 02:32:05	877.0
2021-06-01 02:33:06	1782.0
2021-06-01 02:34:05	845.0
2021-06-01 02:35:05	1017.0
2021-06-01 02:36:05	860.0
2021-06-01 02:37:05	835.0
2021-06-01 02:38:05	870.0
2021-06-01 02:39:05	821.0
2021-06-01 02:40:05	1528.0
2021-06-01 02:41:05	808.0
2021-06-01 02:42:05	817.0
2021-06-01 02:43:05	1007.0
2021-06-01 02:44:05	824.0
2021-06-01 02:45:05	1623.0
2021-06-01 02:46:05	878.0
2021-06-01 02:47:05	968.0
2021-06-01 02:48:05	832.0
2021-06-01 02:49:05	974.0
2021-06-01 02:50:06	1676.0
